"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"7 years"	"7"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2427330
	"7 years"	"7"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685064
	"7 years"	"7"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2400033
	"7 years"	"7"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688015
	"7 years"	"7"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2354390
	"7 years"	"7"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	685582
	"7 years"	"7"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2290919
	"7 years"	"7"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	692958
	"7 years"	"7"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2265282
	"7 years"	"7"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	705205
	"7 years"	"7"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2259829
	"7 years"	"7"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	751542
	"7 years"	"7"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2254713
	"7 years"	"7"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	817543
	"7 years"	"7"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2296313
	"7 years"	"7"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	832141
	"7 years"	"7"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2238035
	"7 years"	"7"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	846825
	"7 years"	"7"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2238583
	"7 years"	"7"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	865789
	"7 years"	"7"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2244393
	"7 years"	"7"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	886726
	"7 years"	"7"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2210598
	"7 years"	"7"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	909036
	"7 years"	"7"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2196580
	"7 years"	"7"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	930296
	"7 years"	"7"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2192757
	"7 years"	"7"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	932720
	"7 years"	"7"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2170457
	"7 years"	"7"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	905903
	"7 years"	"7"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2105909
	"8 years"	"8"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	665994
	"8 years"	"8"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2562493
	"8 years"	"8"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	673733
	"8 years"	"8"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2491840
	"8 years"	"8"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	678685
	"8 years"	"8"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2424670
	"8 years"	"8"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688333
	"8 years"	"8"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2397827
	"8 years"	"8"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	691001
	"8 years"	"8"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2352741
	"8 years"	"8"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	689300
	"8 years"	"8"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2290033
	"8 years"	"8"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	697592
	"8 years"	"8"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2265424
	"8 years"	"8"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	709657
	"8 years"	"8"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2260628
	"8 years"	"8"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	756265
	"8 years"	"8"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2256257
	"8 years"	"8"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	822184
	"8 years"	"8"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2298439
	"8 years"	"8"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	835536
	"8 years"	"8"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2235626
	"8 years"	"8"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	850607
	"8 years"	"8"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2239471
	"8 years"	"8"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	869245
	"8 years"	"8"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2245476
	"8 years"	"8"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	890574
	"8 years"	"8"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2211815
	"8 years"	"8"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	913552
	"8 years"	"8"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2198063
	"8 years"	"8"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	934909
	"8 years"	"8"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2194233
	"8 years"	"8"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	937515
	"8 years"	"8"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2171892
	"9 years"	"9"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	654705
	"9 years"	"9"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2632309
	"9 years"	"9"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	672568
	"9 years"	"9"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2561003
	"9 years"	"9"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	682267
	"9 years"	"9"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2491890
	"9 years"	"9"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	688831
	"9 years"	"9"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2426098
	"9 years"	"9"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	700409
	"9 years"	"9"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2400599
	"9 years"	"9"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	706029
	"9 years"	"9"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2357083
	"9 years"	"9"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	707347
	"9 years"	"9"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2296116
	"9 years"	"9"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	717690
	"9 years"	"9"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2272938
	"9 years"	"9"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	732535
	"9 years"	"9"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2269616
	"9 years"	"9"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	782386
	"9 years"	"9"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2266606
	"9 years"	"9"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	841962
	"9 years"	"9"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2300371
	"9 years"	"9"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	839284
	"9 years"	"9"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2236552
	"9 years"	"9"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	854099
	"9 years"	"9"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2240420
	"9 years"	"9"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	873176
	"9 years"	"9"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2246534
	"9 years"	"9"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	895226
	"9 years"	"9"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2213027
	"9 years"	"9"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	918392
	"9 years"	"9"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2199327
	"9 years"	"9"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	939865
	"9 years"	"9"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2195468
	"10 years"	"10"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	645734
	"10 years"	"10"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2707380
	"10 years"	"10"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	667621
	"10 years"	"10"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2644343
	"10 years"	"10"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	691219
	"10 years"	"10"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2583607
	"10 years"	"10"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	706552
	"10 years"	"10"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2524327
	"10 years"	"10"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	719054
	"10 years"	"10"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2468128
	"10 years"	"10"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	737849
	"10 years"	"10"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2452760
	"10 years"	"10"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	750673
	"10 years"	"10"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2418988
	"10 years"	"10"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	757876
	"10 years"	"10"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2366485
	"10 years"	"10"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	775292
	"10 years"	"10"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2352686
	"10 years"	"10"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	797271
	"10 years"	"10"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2359380
	"10 years"	"10"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	841225
	"10 years"	"10"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2347813
	"10 years"	"10"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	845641
	"10 years"	"10"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2301301
	"10 years"	"10"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	842857
	"10 years"	"10"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2237408
	"10 years"	"10"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	857857
	"10 years"	"10"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2241313
	"10 years"	"10"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	877713
	"10 years"	"10"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2247533
	"10 years"	"10"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	900075
	"10 years"	"10"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2214075
	"10 years"	"10"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	923241
	"10 years"	"10"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2200368
	"11 years"	"11"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	597290
	"11 years"	"11"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2634948
	"11 years"	"11"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	657328
	"11 years"	"11"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2710558
	"11 years"	"11"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	679271
	"11 years"	"11"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2642598
	"11 years"	"11"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	702715
	"11 years"	"11"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2577047
	"11 years"	"11"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	718069
	"11 years"	"11"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2513283
	"11 years"	"11"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	731428
	"11 years"	"11"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2452994
	"11 years"	"11"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	751250
	"11 years"	"11"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2433644
	"11 years"	"11"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	764016
	"11 years"	"11"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2395819
	"11 years"	"11"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	771584
	"11 years"	"11"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2339857
	"11 years"	"11"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	789077
	"11 years"	"11"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2322005
	"11 years"	"11"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	812874
	"11 years"	"11"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2333970
	"11 years"	"11"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	844852
	"11 years"	"11"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2348579
	"11 years"	"11"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	849119
	"11 years"	"11"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2302123
	"11 years"	"11"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	846436
	"11 years"	"11"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2238206
	"11 years"	"11"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	862342
	"11 years"	"11"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2242207
	"11 years"	"11"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	882450
	"11 years"	"11"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2248448
	"11 years"	"11"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	904844
	"11 years"	"11"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2215028
	"12 years"	"12"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	583033
	"12 years"	"12"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2611284
	"12 years"	"12"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	609174
	"12 years"	"12"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2641666
	"12 years"	"12"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	669649
	"12 years"	"12"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2719250
	"12 years"	"12"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	691495
	"12 years"	"12"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2652829
	"12 years"	"12"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	715099
	"12 years"	"12"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2588845
	"12 years"	"12"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	731461
	"12 years"	"12"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2526724
	"12 years"	"12"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	745970
	"12 years"	"12"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2468306
	"12 years"	"12"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	766034
	"12 years"	"12"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2450700
	"12 years"	"12"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	779491
	"12 years"	"12"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2414566
	"12 years"	"12"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	787247
	"12 years"	"12"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2359902
	"12 years"	"12"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	801643
	"12 years"	"12"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2339158
	"12 years"	"12"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	816593
	"12 years"	"12"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2334872
	"12 years"	"12"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	848357
	"12 years"	"12"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2349560
	"12 years"	"12"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	852760
	"12 years"	"12"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2302915
	"12 years"	"12"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	851008
	"12 years"	"12"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2239132
	"12 years"	"12"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	867060
	"12 years"	"12"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2243148
	"12 years"	"12"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	887211
	"12 years"	"12"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2249447
	"13 years"	"13"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	565240
	"13 years"	"13"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2602231
	"13 years"	"13"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	595197
	"13 years"	"13"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2615038
	"13 years"	"13"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	620579
	"13 years"	"13"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2643547
	"13 years"	"13"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	680090
	"13 years"	"13"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2719084
	"13 years"	"13"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	701000
	"13 years"	"13"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2650842
	"13 years"	"13"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	724609
	"13 years"	"13"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2585283
	"13 years"	"13"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	741097
	"13 years"	"13"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2521791
	"13 years"	"13"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	754732
	"13 years"	"13"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2461885
	"13 years"	"13"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	774441
	"13 years"	"13"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2442803
	"13 years"	"13"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	786956
	"13 years"	"13"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2405176
	"13 years"	"13"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	794653
	"13 years"	"13"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2354272
	"13 years"	"13"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	805623
	"13 years"	"13"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2340085
	"13 years"	"13"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	820088
	"13 years"	"13"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2335808
	"13 years"	"13"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	851990
	"13 years"	"13"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2350335
	"13 years"	"13"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	857272
	"13 years"	"13"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2303990
	"13 years"	"13"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	855731
	"13 years"	"13"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2240241
	"13 years"	"13"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	871861
	"13 years"	"13"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2244282
	"14 years"	"14"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	558115
	"14 years"	"14"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2625807
	"14 years"	"14"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	578708
	"14 years"	"14"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2602326
	"14 years"	"14"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	607737
	"14 years"	"14"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2611799
	"14 years"	"14"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	631692
	"14 years"	"14"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2636730
	"14 years"	"14"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	690234
	"14 years"	"14"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2708688
	"14 years"	"14"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	711034
	"14 years"	"14"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2637527
	"14 years"	"14"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	734728
	"14 years"	"14"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	2569301
	"14 years"	"14"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	750285
